sku,categories
9950-10,USA Partners/Mobile Tech/Cases
9950-12,USA Partners/Bags/Briefcases and Messengers
9950-20,USA Partners/Bags/Briefcases and Messengers
9950-23,USA Partners/Bags/Briefcases and Messengers
9950-30,USA Partners/Bags/Duffels
9950-33,USA Partners/Bags/Briefcases and Messengers
9950-34,USA Partners/Bags/Briefcases and Messengers
9950-40,USA Partners/Bags/Backpacks
9950-42,USA Partners/Bags/Luggage
9950-43,USA Partners/Bags/Backpacks
9950-48,USA Partners/Bags/Duffels
9950-49,USA Partners/Bags/Briefcases and Messengers
9950-50,USA Partners/Bags/Totes
9950-51,USA Partners/Bags/Totes
9950-52,USA Partners/Bags/Totes
9950-55,USA Partners/Bags/Totes
9950-56,USA Partners/Bags/Backpacks
9950-57,USA Partners/Bags/Briefcases and Messengers
9950-58,USA Partners/Bags/Backpacks
9950-64,USA Partners/Bags/Briefcases and Messengers
9950-66,USA Partners/Bags/Luggage
9950-72,USA Partners/Bags/Backpacks
9950-79,USA Partners/Bags/Totes
9999-06,USA Partners/
